"","Burden.OR","Burden.pvalue","MIRAGE.risk.prop","MIRAGE.pvalue","cate.index","No.var.case","No.var.control","combine.feature"
"34",1.390625,0.000269143109224893,0.271607274157807,3.42025128432961e-05,"LoF; AF<1%",267,192,"MAF<1e-4_FMRP_MAF<1e-2_cate_2"
"35",1.390625,0.000269143109224893,0.271607274157807,3.42025128432961e-05,"LoF; AF<1%",267,192,"MAF<1e-4_FMRP_MAF<1e-3_cate_2"
"36",1.390625,0.000269143109224893,0.271687990946397,3.42025399153295e-05,"LoF; AF<1%",267,192,"LoF_FMRP_MAF<1e-4_cate_2"
"37",1.06081808396125,0.00506599624307201,0.0584492672067209,3.69408313653383e-05,"Damaging; AF<0.1%",3942,3716,"CADD top10%_Haploinsuff_MAF<1e-4_cate_5"
"38",1.7910447761194,6.50981899423346e-05,0.419615178496059,3.98915803854053e-05,"LoF; AF<1%",120,67,"ExonTop60%_FMRP_Private_cate_2"
"39",2.02380952380952,8.50472391481258e-05,0.507729366144289,4.54667926744529e-05,"LoF; AF<1%",85,42,"ExonTop90%_Haploinsuff_Private_cate_2"
"40",1.42647058823529,0.000830913732949379,0.324652934376684,4.85980209506768e-05,"LoF; AF<1%",194,136,"CriticalExon_FMRP_MAF<1e-2_cate_2"
"41",1.55670103092784,0.000365903251094597,0.356603688390848,5.38547334640381e-05,"LoF; AF<1%",151,97,"ExonTop70%_FMRP_MAF<1e-3_cate_2"
"42",1.875,6.95208879301458e-05,0.441668771556453,5.97260072368803e-05,"LoF; AF<1%",105,56,"ExonTop70%_FMRP_Private_cate_2"
"43",1.54081632653061,0.00047249319859886,0.349505198409816,7.25457226014742e-05,"LoF; AF<1%",151,98,"ExonTop70%_FMRP_MAF<1e-2_cate_2"
"44",1.02977801840823,0.0226796757010739,0.0371277875871153,9.91123741612444e-05,"Damaging; AF<0.1%",9510,9235,"ExonTop60%_Haploinsuff_MAF<1e-4_cate_5"
"45",1.07925961082107,0.00606709893000842,0.0742491750674587,0.000107738842808395,"Damaging; AF<0.1%",2274,2107,"ExonTop90%_RVIS_MAF<1e-4_cate_5"
"46",1.01856489076936,0.0808083905999033,0.0320666462082508,0.000121771009665779,"Damaging; AF<0.1%",11796,11581,"MAF<1e-2_SCZ gene_MAF<1e-4_cate_5"
"47",1.01856489076936,0.0808083905999033,0.0320681106542762,0.000121771014725772,"Damaging; AF<0.1%",11796,11581,"MAF<1e-3_SCZ gene_MAF<1e-4_cate_5"
"48",1.01856489076936,0.0808083905999033,0.032068608547475,0.000121771017307144,"Damaging; AF<0.1%",11796,11581,"MAF<1e-4_SCZ gene_MAF<1e-3_cate_5"
"49",1.01856489076936,0.0808083905999033,0.0320703325164776,0.000121771029622319,"Damaging; AF<0.1%",11796,11581,"MAF<1e-4_SCZ gene_MAF<1e-2_cate_5"
"50",1.01856489076936,0.0808083905999033,0.0321144020646788,0.000121773123220483,"Damaging; AF<0.1%",11796,11581,"MAF<1e-4_SCZ gene_MAF<1e-4_cate_5"
"51",1.01856489076936,0.0808083905999033,0.0321281537375108,0.000121774477334006,"Damaging; AF<0.1%",11796,11581,"Consensus_SCZ gene_MAF<1e-4_cate_5"
"52",1.01856489076936,0.0808083905999033,0.0324691466525713,0.000121914700105004,"Damaging; AF<0.1%",11796,11581,"Prby Damaging_SCZ gene_MAF<1e-4_cate_5"
"53",1.04056902002107,0.0164294135521397,0.0456596580124462,0.000129054637859927,"Damaging; AF<0.1%",5925,5694,"ExonTop60%_RVIS_MAF<1e-4_cate_5"
"54",1.04517493271819,0.0116428920382755,0.0478452971109492,0.000152668009023798,"Damaging; AF<0.1%",5437,5202,"ExonTop80%_Haploinsuff_MAF<1e-4_cate_5"
"55",1.02446399120396,0.036764996270651,0.0331789246528662,0.000154925813402963,"Damaging; AF<0.1%",11181,10914,"ExonTop50%_Haploinsuff_MAF<1e-4_cate_5"
"56",1.05313199105145,0.0136976621584586,0.0565818875828148,0.000164217171819884,"Damaging; AF<0.1%",3766,3576,"ExonTop80%_RVIS_MAF<1e-4_cate_5"
"57",1.34562211981567,0.00050941875951205,0.233219864880184,0.000185940758231232,"LoF; AF<1%",292,217,"ExonTop60%_Haploinsuff_Private_cate_2"
"58",1.68571428571429,0.000286016868061659,0.379785666454983,0.00018889738447055,"LoF; AF<1%",118,70,"CriticalExon_FMRP_Private_cate_2"
"59",1.1044992743106,0.000556230309779487,0.121236263533668,0.0002130867755228,"Non-damaging; AF<0.1%",2283,2067,"MAF<1e-4_Olfac.gene_MAF<1e-2_cate_8"
"60",1.1044992743106,0.000556230309779487,0.121217456969679,0.000213086775740919,"Non-damaging; AF<0.1%",2283,2067,"MAF<1e-3_Olfac.gene_MAF<1e-4_cate_8"
"61",1.1044992743106,0.000556230309779487,0.121242624031544,0.000213086791827978,"Non-damaging; AF<0.1%",2283,2067,"MAF<1e-4_Olfac.gene_MAF<1e-3_cate_8"
"62",1.1044992743106,0.000556230309779487,0.121243329996616,0.00021308679414816,"Non-damaging; AF<0.1%",2283,2067,"MAF<1e-4_Olfac.gene_MAF<1e-4_cate_8"
"63",1.1044992743106,0.000556230309779487,0.121247164130509,0.000213086808530248,"Non-damaging; AF<0.1%",2283,2067,"MAF<1e-2_Olfac.gene_MAF<1e-4_cate_8"
"64",1.7,0.00163983934524422,0.439853249590605,0.000221605465731658,"LoF; AF<1%",85,50,"ExonTop90%_FMRP_MAF<1e-2_cate_2"
"65",1.7,0.00163983934524422,0.439853249590605,0.000221605465731658,"LoF; AF<1%",85,50,"ExonTop90%_FMRP_MAF<1e-3_cate_2"
"66",1.00400138319419,0.285959143003593,0.0231547405892198,0.000233408446009358,"Non-damaging; AF<0.1%",40648,40486,"MAF<1e-2_Haploinsuff_MAF<1e-3_cate_8"
"67",1.00400138319419,0.285959143003593,0.023155844808073,0.000233412110697647,"Non-damaging; AF<0.1%",40648,40486,"MAF<1e-3_Haploinsuff_MAF<1e-2_cate_8"
"68",1.00400138319419,0.285959143003593,0.0231684005070956,0.000233454276415631,"Non-damaging; AF<0.1%",40648,40486,"MAF<1e-2_Haploinsuff_MAF<1e-2_cate_8"
"69",1.00400138319419,0.285959143003593,0.0231740049434526,0.000233473392024645,"Non-damaging; AF<0.1%",40648,40486,"MAF<1e-3_Haploinsuff_MAF<1e-3_cate_8"
"70",1.02182929491377,0.0718519067175358,0.0347070916668042,0.000241868831164561,"Damaging; AF<0.1%",9362,9162,"MAF<1e-4_RVIS_MAF<1e-3_cate_5"
"71",1.02182929491377,0.0718519067175358,0.0347076389172035,0.000241868835003137,"Damaging; AF<0.1%",9362,9162,"Consensus_RVIS_MAF<1e-4_cate_5"
"72",1.02182929491377,0.0718519067175358,0.0347078936176544,0.000241868837071719,"Damaging; AF<0.1%",9362,9162,"MAF<1e-3_RVIS_MAF<1e-4_cate_5"
"73",1.02182929491377,0.0718519067175358,0.0347080636222829,0.000241868838552911,"Damaging; AF<0.1%",9362,9162,"MAF<1e-4_RVIS_MAF<1e-2_cate_5"
"74",1.02182929491377,0.0718519067175358,0.034708217626943,0.00024186883996282,"Damaging; AF<0.1%",9362,9162,"MAF<1e-4_RVIS_MAF<1e-4_cate_5"
"75",1.02182929491377,0.0718519067175358,0.0347630141232164,0.000241873502565509,"Damaging; AF<0.1%",9362,9162,"MAF<1e-2_RVIS_MAF<1e-4_cate_5"
"76",1.02182929491377,0.0718519067175358,0.0350828998660487,0.000242066357927984,"Damaging; AF<0.1%",9362,9162,"Prby Damaging_RVIS_MAF<1e-4_cate_5"
"77",1.31877729257642,0.000877432272707681,0.234466115193001,0.000251473338207919,"LoF; AF<1%",302,229,"MAF<1e-3_FMRP_MAF<1e-3_cate_2"
"78",1.31877729257642,0.000877432272707681,0.234466115193003,0.00025147333820793,"LoF; AF<1%",302,229,"MAF<1e-2_FMRP_MAF<1e-3_cate_2"
"79",1.31877729257642,0.000877432272707681,0.234466115193003,0.00025147333820793,"LoF; AF<1%",302,229,"MAF<1e-3_FMRP_MAF<1e-2_cate_2"
"80",1.31877729257642,0.000877432272707681,0.234558212431653,0.000251473611509444,"LoF; AF<1%",302,229,"LoF_FMRP_MAF<1e-3_cate_2"
"81",1.8695652173913,0.000315644458255647,0.440763914411203,0.000269416082771384,"LoF; AF<1%",86,46,"ExonTop80%_FMRP_Private_cate_2"
"82",1.03323076923077,0.0307258632483361,0.0407409152012394,0.000279879552069596,"Damaging; AF<0.1%",6716,6500,"ExonTop50%_RVIS_MAF<1e-4_cate_5"
"83",1.68,0.00209376691726621,0.432653067973265,0.000294033381223026,"LoF; AF<1%",84,50,"ExonTop90%_FMRP_MAF<1e-4_cate_2"
"84",1.02094580004319,0.0791690198772066,0.0333247987259349,0.000304449806366947,"Damaging; AF<0.1%",9456,9262,"SIFT<0.05_Haploinsuff_MAF<1e-4_cate_5"
"85",1.36231884057971,0.000400773764880029,0.240991657923084,0.000323566833613195,"LoF; AF<1%",282,207,"Consensus_RVIS_MAF<1e-3_cate_2"
"86",1.29268292682927,0.00138049953338556,0.22813416731363,0.000342381694820203,"LoF; AF<1%",318,246,"MAF<1e-2_FMRP_MAF<1e-2_cate_2"
"87",1.29268292682927,0.00138049953338556,0.228229555797153,0.000342382099094316,"LoF; AF<1%",318,246,"LoF_FMRP_MAF<1e-2_cate_2"
"88",1.04333970681963,0.0192271392697703,0.0472379208601604,0.000347656042730107,"Damaging; AF<0.1%",4911,4707,"ExonTop70%_RVIS_MAF<1e-4_cate_5"
"89",1.57142857142857,0.00108187169306229,0.362215670870477,0.000370483407417977,"LoF; AF<1%",121,77,"Consensus_FMRP_MAF<1e-4_cate_2"
"90",1.03134962805526,0.0904400123356139,0.0543379886477674,0.00037464938668283,"Damaging; AF<0.1%",3882,3764,"Private_SCZ gene_Private_cate_5"
"91",1.03134962805526,0.0904400123356139,0.0543379886673366,0.000374649386682835,"Damaging; AF<0.1%",3882,3764,"MAF<1e-2_SCZ gene_Private_cate_5"
"92",1.03134962805526,0.0904400123356139,0.0543379886566125,0.000374649386682844,"Damaging; AF<0.1%",3882,3764,"Private_SCZ gene_MAF<1e-3_cate_5"
"93",1.03134962805526,0.0904400123356139,0.0543379886827821,0.00037464938668285,"Damaging; AF<0.1%",3882,3764,"MAF<1e-4_SCZ gene_Private_cate_5"
"94",1.03134962805526,0.0904400123356139,0.0543379886769176,0.000374649386682851,"Damaging; AF<0.1%",3882,3764,"Private_SCZ gene_MAF<1e-4_cate_5"
"95",1.03134962805526,0.0904400123356139,0.0543379886347973,0.000374649386682976,"Damaging; AF<0.1%",3882,3764,"Private_SCZ gene_MAF<1e-2_cate_5"
"96",1.03134962805526,0.0904400123356139,0.0543379886655813,0.000374649386682977,"Damaging; AF<0.1%",3882,3764,"MAF<1e-3_SCZ gene_Private_cate_5"
"97",1.03134962805526,0.0904400123356139,0.0543367194897884,0.000374649388030144,"Damaging; AF<0.1%",3882,3764,"Consensus_SCZ gene_Private_cate_5"
"98",1.03134962805526,0.0904400123356139,0.0546433807649976,0.000374727392750273,"Damaging; AF<0.1%",3882,3764,"Prby Damaging_SCZ gene_Private_cate_5"
"99",1.30196078431373,0.000842389238356941,0.206356014063496,0.000397134744376574,"LoF; AF<1%",332,255,"ExonTop70%_Haploinsuff_MAF<1e-4_cate_2"
"100",1.49107142857143,0.000593165069701827,0.300089946036076,0.000405094447561894,"LoF; AF<1%",167,112,"Private_FMRP_MAF<1e-2_cate_2"
"101",1.49107142857143,0.000593165069701827,0.300089946036076,0.000405094447561894,"LoF; AF<1%",167,112,"Private_FMRP_MAF<1e-3_cate_2"
"102",1.49107142857143,0.000593165069701827,0.300089946036076,0.000405094447561894,"LoF; AF<1%",167,112,"Private_FMRP_MAF<1e-4_cate_2"
"103",1.49107142857143,0.000593165069701827,0.300089946036076,0.000405094447561894,"LoF; AF<1%",167,112,"Private_FMRP_Private_cate_2"
"104",1.49107142857143,0.000593165069701827,0.300089946036077,0.000405094447561895,"LoF; AF<1%",167,112,"MAF<1e-2_FMRP_Private_cate_2"
"105",1.49107142857143,0.000593165069701827,0.300089946036077,0.000405094447561895,"LoF; AF<1%",167,112,"MAF<1e-3_FMRP_Private_cate_2"
"106",1.49107142857143,0.000593165069701827,0.300089946036077,0.000405094447561895,"LoF; AF<1%",167,112,"MAF<1e-4_FMRP_Private_cate_2"
"107",1.49107142857143,0.000593165069701827,0.300166831964265,0.000405094628458863,"LoF; AF<1%",167,112,"LoF_FMRP_Private_cate_2"
"108",1.6,0.00114118208963834,0.374265394541018,0.000429566117119254,"LoF; AF<1%",112,70,"ExonTop90%_Haploinsuff_MAF<1e-4_cate_2"
"109",1.39759036144578,0.000547748256001691,0.253214458643476,0.000445980994038177,"LoF; AF<1%",232,166,"Consensus_RVIS_MAF<1e-4_cate_2"
"110",1.34857142857143,0.00151699369214318,0.239740046575606,0.00044653801037823,"LoF; AF<1%",236,175,"Consensus_Haploinsuff_Private_cate_2"
"111",1.35265700483092,0.000541439884519414,0.235407000275411,0.00044930323519622,"LoF; AF<1%",280,207,"CADD top10%_RVIS_MAF<1e-3_cate_2"
"112",1.03020227209753,0.0365172264537463,0.0378073844089114,0.000475564860052113,"Damaging; AF<0.1%",7436,7218,"ExonTop70%_Haploinsuff_MAF<1e-4_cate_5"
"113",1.04506329113924,0.0078338573449504,0.0352246653002797,0.000494777371762315,"Damaging; AF<0.1%",6192,5925,"CADD top10%_Haploinsuff_MAF<1e-3_cate_5"
"114",1.04506329113924,0.0078338573449504,0.035237682042948,0.000494780294348552,"Damaging; AF<0.1%",6192,5925,"CADD top10%_Haploinsuff_MAF<1e-2_cate_5"
"115",2,0.00179817385941204,0.521182931012824,0.000507284117247603,"LoF; AF<1%",54,27,"BrainExp top10%_FMRP_MAF<1e-4_cate_2"
"116",1.51960784313725,0.000569292465453863,0.308480441822803,0.000523722698781015,"LoF; AF<1%",155,102,"ExonTop80%_Haploinsuff_Private_cate_2"
"117",1.04229361529077,0.0194370566618265,0.0691482768237314,0.000548068021134638,"Non-damaging; AF<0.1%",5126,4918,"Consensus_SCZ gene_MAF<1e-2_cate_8"
"118",1.04229361529077,0.0194370566618265,0.0691526928500645,0.000548069759714644,"Non-damaging; AF<0.1%",5126,4918,"Consensus_SCZ gene_MAF<1e-3_cate_8"
"119",1.03438446463567,0.0361854898322079,0.0438045675624518,0.000553584347253708,"Damaging; AF<0.1%",5806,5613,"Consensus_Haploinsuff_Private_cate_5"
"120",1.03438446463567,0.0361854898322079,0.0438050055757005,0.000553584348443533,"Damaging; AF<0.1%",5806,5613,"MAF<1e-3_Haploinsuff_Private_cate_5"
"121",1.03438446463567,0.0361854898322079,0.0438050756135366,0.000553584348698872,"Damaging; AF<0.1%",5806,5613,"Private_Haploinsuff_MAF<1e-4_cate_5"
"122",1.03438446463567,0.0361854898322079,0.0438053371845672,0.000553584349806942,"Damaging; AF<0.1%",5806,5613,"Private_Haploinsuff_Private_cate_5"
"123",1.03438446463567,0.0361854898322079,0.04380544294013,0.000553584350325773,"Damaging; AF<0.1%",5806,5613,"MAF<1e-2_Haploinsuff_Private_cate_5"
"124",1.03438446463567,0.0361854898322079,0.0438058659004684,0.00055358435280405,"Damaging; AF<0.1%",5806,5613,"Private_Haploinsuff_MAF<1e-2_cate_5"
"125",1.03438446463567,0.0361854898322079,0.0438060690013887,0.000553584354224437,"Damaging; AF<0.1%",5806,5613,"MAF<1e-4_Haploinsuff_Private_cate_5"
"126",1.03438446463567,0.0361854898322079,0.0438285556101173,0.000553585435359564,"Damaging; AF<0.1%",5806,5613,"Private_Haploinsuff_MAF<1e-3_cate_5"
"127",1.03438446463567,0.0361854898322079,0.0441893987861105,0.000553853280757905,"Damaging; AF<0.1%",5806,5613,"Prby Damaging_Haploinsuff_Private_cate_5"
"128",1.32444444444444,0.000808448269469794,0.228502058426873,0.00059462225569835,"LoF; AF<1%",298,225,"Consensus_RVIS_MAF<1e-2_cate_2"
"129",1.54545454545455,0.00165086421453014,0.350742508340427,0.0005958782427702,"LoF; AF<1%",119,77,"CADD top10%_FMRP_MAF<1e-4_cate_2"
"130",1.3855421686747,0.00075713411795778,0.246965034982552,0.00062938059412023,"LoF; AF<1%",230,166,"CADD top10%_RVIS_MAF<1e-4_cate_2"
"131",1.04291845493562,0.0206947136080484,0.0704541902827432,0.000642819868918729,"Non-damaging; AF<0.1%",4860,4660,"SIFT<0.05_SCZ gene_MAF<1e-3_cate_8"
"132",1.04291845493562,0.0206947136080484,0.0704761680249157,0.000642828362569841,"Non-damaging; AF<0.1%",4860,4660,"SIFT<0.05_SCZ gene_MAF<1e-2_cate_8"
"133",1.28195488721805,0.00131966527532083,0.194128781012376,0.000663474483919568,"LoF; AF<1%",341,266,"CriticalExon_Haploinsuff_MAF<1e-4_cate_2"
"134",1.31555555555556,0.00106705448813885,0.222945610358747,0.000814025435907722,"LoF; AF<1%",296,225,"CADD top10%_RVIS_MAF<1e-2_cate_2"
"135",1.32571428571429,0.00272084849507016,0.228447739956398,0.000854524151814714,"LoF; AF<1%",232,175,"CADD top10%_Haploinsuff_Private_cate_2"
"136",1.26217228464419,0.00247516372946411,0.189787118743695,0.000898741744410221,"LoF; AF<1%",337,267,"ExonTop50%_Haploinsuff_Private_cate_2"
"137",1.06116015132409,0.0465635080730018,0.0771586601205532,0.000909064139252127,"Damaging; AF<0.1%",1683,1586,"ExonTop80%_SCZ gene_Private_cate_5"
"138",1.18879668049793,0.00278277701009288,0.143522511873675,0.000912513168536789,"LoF; AF<1%",573,482,"MAF<1e-3_Haploinsuff_Private_cate_2"
"139",1.18879668049793,0.00278277701009288,0.143522511976387,0.000912513168536836,"LoF; AF<1%",573,482,"Private_Haploinsuff_MAF<1e-3_cate_2"
"140",1.18879668049793,0.00278277701009288,0.143522511873678,0.000912513168536836,"LoF; AF<1%",573,482,"Private_Haploinsuff_MAF<1e-4_cate_2"
"141",1.18879668049793,0.00278277701009288,0.143522511873792,0.000912513168536837,"LoF; AF<1%",573,482,"Private_Haploinsuff_MAF<1e-2_cate_2"
"142",1.18879668049793,0.00278277701009288,0.143522511873706,0.000912513168536842,"LoF; AF<1%",573,482,"MAF<1e-2_Haploinsuff_Private_cate_2"
"143",1.18879668049793,0.00278277701009288,0.143522511873742,0.000912513168536887,"LoF; AF<1%",573,482,"MAF<1e-4_Haploinsuff_Private_cate_2"
"144",1.18879668049793,0.00278277701009288,0.14352251187372,0.000912513168536896,"LoF; AF<1%",573,482,"Private_Haploinsuff_Private_cate_2"
"145",1.18879668049793,0.00278277701009288,0.143669138509822,0.000912518768537568,"LoF; AF<1%",573,482,"LoF_Haploinsuff_Private_cate_2"
"146",1.08705882352941,0.0164769405037634,0.0727212964489721,0.00098154901216655,"Damaging; AF<0.1%",1386,1275,"CADD top10%_PSD_MAF<1e-3_cate_5"
"147",1.08705882352941,0.0164769405037634,0.0727872719627303,0.0009815527071149,"Damaging; AF<0.1%",1386,1275,"CADD top10%_PSD_MAF<1e-2_cate_5"
"148",1.01163281579811,0.116488966947435,0.0340338557349173,0.000984964050429509,"Non-damaging; AF<0.1%",21567,21319,"MAF<1e-4_Haploinsuff_MAF<1e-4_cate_8"
"149",1.01163281579811,0.116488966947435,0.0340350262840792,0.000984975693980933,"Non-damaging; AF<0.1%",21567,21319,"MAF<1e-4_Haploinsuff_MAF<1e-2_cate_8"
"150",1.01163281579811,0.116488966947435,0.0340354282982057,0.000984979696158501,"Non-damaging; AF<0.1%",21567,21319,"MAF<1e-4_Haploinsuff_MAF<1e-3_cate_8"
"151",1.01163281579811,0.116488966947435,0.0340374626348795,0.000984999974565637,"Non-damaging; AF<0.1%",21567,21319,"MAF<1e-2_Haploinsuff_MAF<1e-4_cate_8"
"152",1.01163281579811,0.116488966947435,0.0340386060896512,0.000985011391619971,"Non-damaging; AF<0.1%",21567,21319,"MAF<1e-3_Haploinsuff_MAF<1e-4_cate_8"
"153",1.05722460658083,0.018015896005888,0.0562053706977268,0.00111038157433475,"Damaging; AF<0.1%",2956,2796,"ExonTop90%_Haploinsuff_MAF<1e-4_cate_5"
"154",2.27777777777778,0.00189685281768581,0.604729011978195,0.00114262006843042,"LoF; AF<1%",41,18,"ExonTop50%_High_MAF<1e-4_cate_2"
"155",2.27777777777778,0.00189685281768581,0.604729011978196,0.00114262006843043,"LoF; AF<1%",41,18,"ExonTop50%_High_MAF<1e-2_cate_2"
"156",2.27777777777778,0.00189685281768581,0.604729011978196,0.00114262006843043,"LoF; AF<1%",41,18,"ExonTop50%_High_MAF<1e-3_cate_2"
"157",1.28888888888889,0.00237610418073456,0.2062683697964,0.00118355315106887,"LoF; AF<1%",290,225,"Private_RVIS_MAF<1e-2_cate_2"
"158",1.28888888888889,0.00237610418073456,0.2062683697964,0.00118355315106887,"LoF; AF<1%",290,225,"MAF<1e-2_RVIS_Private_cate_2"
"159",1.28888888888889,0.00237610418073456,0.2062683697964,0.00118355315106887,"LoF; AF<1%",290,225,"MAF<1e-3_RVIS_Private_cate_2"
"160",1.28888888888889,0.00237610418073456,0.2062683697964,0.00118355315106887,"LoF; AF<1%",290,225,"MAF<1e-4_RVIS_Private_cate_2"
"161",1.28888888888889,0.00237610418073456,0.2062683697964,0.00118355315106887,"LoF; AF<1%",290,225,"Private_RVIS_MAF<1e-3_cate_2"
"162",1.28888888888889,0.00237610418073456,0.2062683697964,0.00118355315106887,"LoF; AF<1%",290,225,"Private_RVIS_MAF<1e-4_cate_2"
"163",1.28888888888889,0.00237610418073456,0.2062683697964,0.00118355315106887,"LoF; AF<1%",290,225,"Private_RVIS_Private_cate_2"
"164",1.28888888888889,0.00237610418073456,0.206378575664223,0.00118355509207502,"LoF; AF<1%",290,225,"LoF_RVIS_Private_cate_2"
"165",1.15347137637028,0.00147009895980877,0.104176833836555,0.00127199751255263,"Damaging; AF<0.1%",947,821,"SIFT<0.05_AutismKB_MAF<1e-4_cate_5"
